Domain Accession	Domain name	Count	Proteins	Accession proteins
IPR007216	CCR4-NOT transcription complex subunit 9	1	['CAF40']	['P53829']
IPR006906	Timeless, N-terminal	1	['TOF1']	['P53840']
IPR005061	Vacuolar protein sorting-associated protein Ist1	1	['IST1']	['P53843']
IPR015412	Atg2/VPS13, C-terminal	1	['ATG2']	['P53855']
IPR026885	Autophagy-related protein 2, middle RBG module	1	['ATG2']	['P53855']
IPR048393	Atg2, N-terminal domain	1	['ATG2']	['P53855']
IPR019495	Exosome complex component CSL4, C-terminal	1	['CSL4']	['P53859']
IPR048626	Exosome complex component CSL4, N-terminal domain	1	['CSL4']	['P53859']
IPR019407	Cytoplasmic tRNA 2-thiolation protein 2	1	['NCS2']	['P53923']
IPR024567	Ribonuclease HII/HIII domain	1	['RNH201']	['P53942']
IPR048485	Conserved oligomeric Golgi complex subunit 5, helical domain	1	['COG5']	['P53951']
IPR049176	Conserved oligomeric Golgi complex subunit 5, N-terminal	1	['COG5']	['P53951']
IPR020422	Dual specificity protein phosphatase domain	5	['SIW14', 'PPS1', 'OCA1', 'OCA2', 'OCA6']	['P53965', 'P38148', 'P50946', 'P53949', 'Q12454']
IPR002403	Cytochrome P450, E-class, group IV	1	['ERG5']	['P54781']
IPR013941	Protein Zds1, C-terminal	2	['ZDS2', 'ZDS1']	['P54786', 'P50111']
IPR040855	Origin recognition complex subunit 3, winged helix C-terminal	1	['ORC3']	['P54790']
IPR045667	Origin recognition complex subunit 3, N-terminal	1	['ORC3']	['P54790']
IPR013965	DASH complex subunit Dad3	1	['DAD3']	['P69850']
IPR006995	ATP synthase, F0 complex, subunit J	1	['ATP18']	['P81450']
IPR024481	Helicase Sen1, N-terminal	1	['SEN1']	['Q00416']
IPR044340	Helicase Sen1, 1B domain	1	['SEN1']	['Q00416']
IPR031852	Spindle pole body-associated protein Vik1/Cik1, microtubule binding domain	2	['CIK1', 'VIK1']	['Q01649', 'Q12045']
IPR002222	Small ribosomal subunit protein uS19	2	['RPS15', 'RSM19']	['Q01855', 'P53733']
IPR035812	Methylenetetrahydrofolate dehydrogenase, NAD-binding domain	1	['MTD1']	['Q02046']
IPR013867	Telomere repeat-binding factor, dimerisation domain	1	['TBF1']	['Q02457']
IPR000999	Ribonuclease III domain	3	['RNT1', 'MRPL3', 'MRPL15']	['Q02555', 'P36516', 'P36523']
IPR014720	Double-stranded RNA-binding domain	2	['RNT1', 'MRPL3']	['Q02555', 'P36516']
IPR040540	Ribonuclease III, N-terminal domain	1	['RNT1']	['Q02555']
IPR007150	Checkpoint protein Hus1/Mec3	1	['MEC3']	['Q02574']
IPR001372	Dynein light chain, type 1/2	1	['DYN2']	['Q02647']
IPR017898	Vacuolar protein sorting-associated, VPS28, N-terminal	1	['VPS28']	['Q02767']
IPR017899	Vacuolar protein sorting-associated, VPS28, C-terminal	1	['VPS28']	['Q02767']
IPR002652	Importin-alpha, importin-beta-binding domain	1	['SRP1']	['Q02821']
IPR006638	Elp3/MiaA/NifB-like, radical SAM core domain	3	['ELP3', 'LIP5', 'BIO2']	['Q02908', 'P32875', 'P32451']
IPR032432	Radical SAM, C-terminal extension	1	['ELP3']	['Q02908']
IPR002871	NIF system FeS cluster assembly, NifU, N-terminal	2	['ISU1', 'ISU2']	['Q03020', 'Q12056']
IPR007266	Endoplasmic reticulum oxidoreductin 1	1	['ERO1']	['Q03103']
IPR003150	DNA-binding RFX-type winged-helix domain	2	['RSC9', 'RFX1']	['Q03124', 'P48743']
IPR052241	Solute Carrier Family 66 (SLC66) and Scramblase ANY1	1	['ANY1']	['Q03687']
IPR019623	Protein Rot1	1	['ROT1']	['Q03691']
IPR013926	CGI121/TPRKB	1	['CGI121']	['Q03705']
IPR049566	WDR59/RTC1-like, RING zinc finger domain	1	['MTC5']	['Q03897']
IPR007249	Dopey, N-terminal	1	['DOP1']	['Q03921']
IPR001977	Dephospho-CoA kinase	1	['CAB5']	['Q03941']
IPR040798	Rpn9, C-terminal helix	1	['RPN9']	['Q04062']
IPR054179	PSD13, N-terminal	1	['RPN9']	['Q04062']
IPR018479	Monopolin complex subunit Lrs4/Mde4	1	['LRS4']	['Q04087']
IPR029178	Extracellular mutant protein 11, C-terminal	1	['ECM11']	['Q04110']
IPR040201	Protein Mrg3-like	2	['MGR3', '[]']	['Q04472', 'P36066']
IPR051377	DNA Polymerase Epsilon Subunit	1	['DPB4']	['Q04603']
IPR024954	SSRP1, dimerization domain	1	['POB3']	['Q04636']
IPR035417	FACT complex subunit SSRP1/POB3, N-terminal PH domain	1	['POB3']	['Q04636']
IPR048993	FACT complex subunit SSRP1-like, first PH domain	1	['POB3']	['Q04636']
IPR002813	Arginine biosynthesis protein ArgJ	1	['ARG7']	['Q04728']
IPR000595	Cyclic nucleotide-binding domain	5	['NTE1', 'NTE1', 'BCY1', 'BCY1', 'VSB1']	['Q04958', 'Q04958', 'P07278', 'P07278', 'P53273']
IPR006751	TAFII55 protein, conserved region	1	['TAF7']	['Q05021']
IPR032282	Hydroxyacylglutathione hydrolase, C-terminal domain	2	['GLO2', 'GLO4']	['Q05584', 'Q12320']
IPR013906	Eukaryotic translation initiation factor 3 subunit J	1	['HCR1']	['Q05775']
IPR013718	COQ9, C-terminal domain	1	['COQ9']	['Q05779']
IPR009772	Cell division cycle protein 123	1	['CDC123']	['Q05791']
IPR013934	U3 small nucleolar RNA-associated protein 13, C-terminal	1	['UTP13']	['Q05946']
IPR010111	Kynureninase	1	['BNA5']	['Q05979']
IPR007319	Small-subunit processome, Utp21	1	['UTP21']	['Q06078']
IPR021891	Telomerase ribonucleoprotein complex - RNA-binding domain	1	['EST2']	['Q06163']
IPR041232	Nucleoplasmin-like domain	2	['FPR4', 'FPR3']	['Q06205', 'P38911']
IPR013712	Mitochondrial Myo2 receptor-related protein 1	2	['MMR1', 'MMR1']	['Q06324', 'Q06324']
IPR007275	YTH domain	1	['PHO92']	['Q06390']
IPR007290	Arv1 protein	1	['ARV1']	['Q06541']
IPR050936	bZIP YAP Transcription Factors	1	['ARR1']	['Q06596']
IPR029436	Eukaryotic glycogen debranching enzyme, N-terminal domain	1	['GDB1']	['Q06625']
IPR032788	Glycogen debranching enzyme, central domain	1	['GDB1']	['Q06625']
IPR032790	Glycogen debranching enzyme, C-terminal	1	['GDB1']	['Q06625']
IPR032792	Glycogen debranching enzyme, glucanotransferase domain	1	['GDB1']	['Q06625']
IPR018731	Autophagy-related protein 13, N-terminal	1	['ATG13']	['Q06628']
IPR024629	Large ribosomal subunit protein mL67	1	['MHR1']	['Q06630']
IPR018464	Centromere protein O	1	['MCM21']	['Q06675']
IPR031336	Cell division control protein 73, C-terminal	1	['CDC73']	['Q06697']
IPR006708	Pex19 protein	1	['PEX19']	['Q07418']
IPR005025	NADPH-dependent FMN reductase-like domain	3	['LOT6', 'PST2', 'RFS1']	['Q07923', 'Q12335', 'P38234']
IPR013791	RNA 3'-terminal phosphate cyclase, insert domain	1	['RCL1']	['Q08096']
IPR023797	RNA 3'-terminal phosphate cyclase domain	1	['RCL1']	['Q08096']
IPR004887	Glutathione synthase, substrate-binding domain	1	['GSH2']	['Q08220']
IPR007213	Methyltransferase Ppm1/Ppm2/Tcmp	2	['PPM2', 'PPM1']	['Q08282', 'Q04081']
IPR024312	TACC protein, fungi	1	['SLK19']	['Q08581']
IPR003846	Protein adenylyltransferase SelO	1	['FMP40']	['Q08968']
IPR004328	BRO1 domain	2	['RIM20', 'BRO1']	['Q12033', 'P48582']
IPR025304	ALIX V-shaped domain	3	['RIM20', 'RIM20', 'BRO1']	['Q12033', 'Q12033', 'P48582']
IPR032297	Torus domain	1	['CWC2']	['Q12046']
IPR020618	Adenylate kinase isoenzyme 6	1	['FAP7']	['Q12055']
IPR040666	Atg29, N-terminal	1	['ATG29']	['Q12092']
IPR021017	Mediator complex, subunit Med2, fungi	1	['MED2']	['Q12124']
IPR018972	Sas10 C-terminal domain	1	['SAS10']	['Q12136']
IPR047104	Bridge-like lipid transfer protein family member 1, N-terminal	1	['CSF1']	['Q12150']
IPR048636	Csf1, middle RBG module	1	['CSF1']	['Q12150']
IPR024991	Anaphase-promoting complex subunit 11, RING-H2 finger	1	['APC11']	['Q12157']
IPR005344	TMEM33/Pom33 family	2	['POM33', 'PER33']	['Q12164', 'Q12144']
IPR032570	Splicing factor 1, helix-hairpin domain	1	['MSL5']	['Q12186']
IPR027521	U6 snRNA phosphodiesterase 1	1	['USB1']	['Q12208']
IPR048744	Inner kinetochore subunit MCM16	1	['MCM16']	['Q12262']
IPR031765	Mdy2, Get4 binding domain	1	['MDY2']	['Q12285']
IPR040474	Ubiquitin-like protein MDY2, C-terminal domain	1	['MDY2']	['Q12285']
IPR024543	Autophagy protein Atg19/Atg34, C-terminal	2	['ATG34', 'ATG19']	['Q12292', 'P35193']
IPR019680	Mediator complex, subunit Med1	1	['MED1']	['Q12321']
IPR006984	rRNA-processing protein Fcf1/Utp23	1	['UTP23']	['Q12339']
IPR019258	Mediator complex, subunit Med4	1	['MED4']	['Q12343']
IPR019711	ATP synthase, F0 complex, subunit H	1	['ATP14']	['Q12349']
IPR037997	CTP-dependent diacylglycerol kinase 1-like	1	['DGK1']	['Q12382']
IPR007871	Methyltransferase TRM13	1	['TRM13']	['Q12383']
IPR021721	Zinc finger, CCCH-type, TRM13	1	['TRM13']	['Q12383']
IPR022776	TRM13/UPF0224 family, U11-48K-like CHHC zinc finger domain	1	['TRM13']	['Q12383']
IPR002761	Diphthamide synthase domain	1	['DPH6']	['Q12429']
IPR038966	Translation machinery-associated protein 17	1	['TMA17']	['Q12513']
IPR047204	RNase MRP protein 1, RNA binding domain	1	['RMP1']	['Q12530']
IPR015419	CTAG/Pcc1 family	1	['PCC1']	['Q3E833']
IPR007872	DPH-type metal-binding domain	2	['KTI11', 'JJJ3']	['Q3E840', 'P47138']
IPR015404	Sorting nexin/Vps5-like, C-terminal	2	['VPS5', '[]']	['Q92331', 'P36158']
IPR007276	Nucleolar protein 14	1	['NOP14']	['Q99207']
IPR041174	KRR1 small subunit processome component, first KH domain	2	['PNO1', 'KRR1']	['Q99216', 'P25586']
IPR012860	Arf3-interacting protein 1, N-terminal domain	1	['AFI1']	['Q99222']
IPR037516	Tripartite DENN domain	2	['AFI1', 'ANR2']	['Q99222', 'P36090']
IPR004206	mRNA triphosphatase Cet1-like	2	['CET1', 'CTL1']	['O13297', 'Q03220']
IPR008162	Inorganic pyrophosphatase	2	['IPP1', 'PPA2']	['P00817', 'P28239']
IPR000652	Triosephosphate isomerase	1	['TPI1']	['P00942']
IPR035425	CENP-T/Histone H4, histone fold	1	['HHF1']	['P02309']
IPR005626	Recombinase Flp protein, C-terminal	1	['FLP1']	['P03870']
IPR022647	Recombinase Flp protein, N-terminal	1	['FLP1']	['P03870']
IPR001754	Orotidine 5'-phosphate decarboxylase domain	1	['URA3']	['P03962']
IPR007073	RNA polymerase Rpb1, domain 7	1	['RPO21']	['P04050']
IPR007075	RNA polymerase Rpb1, domain 6	1	['RPO21']	['P04050']
IPR000683	Gfo/Idh/MocA-like oxidoreductase, N-terminal	2	['GAL80', '[]']	['P04387', 'Q04869']
IPR055080	Gal80p-like, C-terminal domain	1	['GAL80']	['P04387']
IPR005633	Large ribosomal subunit protein uL23, N-terminal	1	['RPL25']	['P04456']
IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type	1	['TOP1']	['P04786']
IPR013499	DNA topoisomerase I, eukaryotic-type	1	['TOP1']	['P04786']
IPR025834	Topoisomerase I C-terminal domain	1	['TOP1']	['P04786']
IPR001351	Small ribosomal subunit protein uS3, C-terminal	1	['RPS3']	['P05750']
IPR004044	K Homology domain, type 2	1	['RPS3']	['P05750']
IPR000506	Ketol-acid reductoisomerase, C-terminal	1	['ILV5']	['P06168']
IPR013116	Ketol-acid reductoisomerase, N-terminal	1	['ILV5']	['P06168']
IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	2	['LEU4', 'LEU9']	['P06208', 'Q12166']
IPR054692	2-isopropylmalate synthase-like, post-catalytic domain	2	['LEU4', 'LEU9']	['P06208', 'Q12166']
IPR023451	Thymidylate synthase/dCMP hydroxymethylase domain	1	['CDC21']	['P06785']
IPR002205	DNA topoisomerase, type IIA, domain A	1	['TOP2']	['P06786']
IPR013506	DNA topoisomerase, type IIA, subunit B, domain 2	1	['TOP2']	['P06786']
IPR031660	C-terminal associated domain of TOPRIM	1	['TOP2']	['P06786']
IPR006554	Helicase-like, DEXD box c2 type	2	['RAD3', 'CHL1']	['P06839', 'P22516']
IPR006555	ATP-dependent helicase, C-terminal	2	['RAD3', 'CHL1']	['P06839', 'P22516']
IPR010643	Helical and beta-bridge domain	1	['RAD3']	['P06839']
IPR010918	PurM-like, C-terminal domain	3	['ADE57', 'ADE6', 'ADE6']	['P07244', 'P38972', 'P38972']
IPR011761	ATP-grasp fold	1	['ADE57']	['P07244']
IPR016188	PurM-like, N-terminal domain	1	['ADE57']	['P07244']
IPR020560	Phosphoribosylglycinamide synthetase, C-domain	1	['ADE57']	['P07244']
IPR020562	Phosphoribosylglycinamide synthetase, N-terminal	1	['ADE57']	['P07244']
IPR000793	ATP synthase, alpha subunit, C-terminal	1	['ATP1']	['P07251']
IPR049163	DNA helicase Pif1-like, 2B domain	1	['PIF1']	['P07271']
IPR005455	Profilin, eukaryotic type	1	['PFY1']	['P07274']
IPR003117	cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain	1	['BCY1']	['P07278']
IPR015866	Serine-tRNA synthetase, type1, N-terminal	1	['SES1']	['P07284']
IPR033729	Serine-tRNA ligase catalytic core domain	1	['SES1']	['P07284']
IPR000715	Glycosyl transferase, family 4	1	['ALG7']	['P07286']
IPR033895	UDP-GlcNAc-dolichyl-phosphate GlcNAc phosphotransferase	1	['ALG7']	['P07286']
IPR018022	IPP transferase	1	['MOD5']	['P07884']
IPR004192	Cytochrome b-c1 complex subunit Rieske, transmembrane domain	1	['RIP1']	['P08067']
IPR005805	Rieske iron-sulphur protein, C-terminal	3	['RIP1', 'RIP1', 'RIP1']	['P08067', 'P08067', 'P08067']
IPR006317	Ubiquinol-cytochrome c reductase, iron-sulphur subunit	1	['RIP1']	['P08067']
IPR022643	Orn/DAP/Arg decarboxylase 2, C-terminal	1	['SPE1']	['P08432']
IPR022644	Orn/DAP/Arg decarboxylase 2, N-terminal	1	['SPE1']	['P08432']
IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	1	['CYR1']	['P08678']
IPR013716	Adenylate cyclase G-alpha binding	1	['CYR1']	['P08678']
IPR048580	Adenylate cyclase, C-terminal, yeast	1	['CYR1']	['P08678']
IPR040822	Swi6, N-terminal	1	['SWI6']	['P09959']
IPR029004	Ribosomal eL28/Mak16	1	['MAK16']	['P10962']
IPR045260	Guanine nucleotide-exchange factor Sec12-like	2	['SEC12', 'SED4']	['P11655', 'P25365']
IPR005140	eRF1 domain 1/Pelota-like	2	['SUP45', 'DOM34']	['P12385', 'P33309']
IPR005141	eRF1 domain 2	2	['SUP45', 'DOM34']	['P12385', 'P33309']
IPR005142	eRF1 domain 3	3	['SUP45', 'DOM34', '[]']	['P12385', 'P33309', 'Q96VH2']
IPR021183	N-terminal acetyltransferase A, auxiliary subunit	1	['NAT1']	['P12945']
IPR014016	UvrD-like helicase, ATP-binding domain	2	['SRS2', 'HMI1']	['P12954', 'Q12039']
IPR014017	UvrD-like DNA helicase, C-terminal	2	['SRS2', 'HMI1']	['P12954', 'Q12039']
IPR012280	Semialdehyde dehydrogenase, dimerisation domain	1	['HOM2']	['P13663']
IPR018287	Hap4 transcription factor, heteromerisation domain	2	['HAP4', 'YAP7']	['P14064', 'Q08182']
IPR013507	DNA mismatch repair protein, S5 domain 2-like	4	['PMS1', 'MLH1', 'MLH3', 'MLH2']	['P14242', 'P38920', 'Q12083', 'Q07980']
IPR014790	MutL, C-terminal, dimerisation	2	['PMS1', 'MLH3']	['P14242', 'Q12083']
IPR022676	Glycylpeptide N-tetradecanoyltransferase, N-terminal	1	['NMT1']	['P14743']
IPR022677	Glycylpeptide N-tetradecanoyltransferase, C-terminal	1	['NMT1']	['P14743']
IPR001948	Peptidase M18	2	['APE1', 'APE4']	['P14904', 'P38821']
IPR007758	Nucleoporin, NSP1-like, C-terminal	1	['NSP1']	['P14907']
IPR051630	Transcriptional Corepressor and Histone Demethylase	1	['CYC8']	['P14922']
IPR005146	B3/B4 tRNA-binding domain	1	['FRS1']	['P15624']
IPR005147	tRNA synthetase, B5-domain	1	['FRS1']	['P15624']
IPR040659	Phenylalanine--tRNA ligase beta subunit, B1 domain	1	['FRS1']	['P15624']
IPR041616	Phenylalanyl tRNA synthetase beta chain, core domain	1	['FRS1']	['P15624']
IPR041243	STI1/HOP, DP domain	1	['STI1']	['P15705']
IPR022648	Proliferating cell nuclear antigen, PCNA, N-terminal	1	['POL30']	['P15873']
IPR022649	Proliferating cell nuclear antigen, PCNA, C-terminal	1	['POL30']	['P15873']
IPR042050	Endoplasmic reticulum chaperone BIP, nucleotide-binding domain	1	['KAR2']	['P16474']
IPR006599	CARP motif	2	['SRV2', 'SRV2']	['P17555', 'P17555']
IPR013912	Adenylate cyclase-associated CAP, C-terminal	1	['SRV2']	['P17555']
IPR053950	CAP, N-terminal domain	1	['SRV2']	['P17555']
IPR039226	Ski3/TTC37	1	['SKI3']	['P17883']
IPR024661	DNA-directed RNA polymerase III, subunit Rpc31	1	['RPC31']	['P17890']
IPR000996	Clathrin light chain	1	['CLC1']	['P17891']
IPR003338	CDC48, N-terminal subdomain	2	['SEC18', 'CDC48']	['P18759', 'P25694']
IPR004201	CDC48, domain 2	2	['SEC18', 'CDC48']	['P18759', 'P25694']
IPR004568	Phosphopantetheine-protein transferase domain	1	['FAS2']	['P19097']
IPR014030	Beta-ketoacyl synthase-like, N-terminal	2	['FAS2', 'CEM1']	['P19097', 'P39525']
IPR014031	Beta-ketoacyl synthase, C-terminal	2	['FAS2', 'CEM1']	['P19097', 'P39525']
IPR020841	Polyketide synthase, beta-ketoacyl synthase domain	1	['FAS2']	['P19097']
IPR040899	Fatty acid synthase subunit alpha, acyl carrier domain	1	['FAS2']	['P19097']
IPR041550	Fatty acid synthase type I, helical	1	['FAS2']	['P19097']
IPR046943	Myosin 2/2A, cargo-binding domain, fungi	1	['MYO2']	['P19524']
IPR005570	DNA-directed RNA polymerases I, II, and III subunit RPABC3	1	['RPB8']	['P20436']
IPR000789	Cyclin-dependent kinase, regulatory subunit	1	['CKS1']	['P20486']
IPR001985	S-adenosylmethionine decarboxylase, eukaryotes	1	['SPE2']	['P21182']
IPR002646	Poly A polymerase, head domain	1	['CCA1']	['P21269']
IPR032828	tRNA nucleotidyltransferase/poly(A) polymerase, RNA and SrmB- binding domain	1	['CCA1']	['P21269']
IPR015368	Ubiquitin-conjugating enzyme, C-terminal fungi	1	['UBC1']	['P21734']
IPR013697	DNA polymerase epsilon, catalytic subunit A, C-terminal	1	['POL2']	['P21951']
IPR054475	DNA polymerase-epsilon, zinc finger domain	1	['POL2']	['P21951']
IPR014978	Glutamine-Leucine-Glutamine, QLQ	1	['SNF2']	['P22082']
IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	1	['ESS1']	['P22696']
IPR037813	Transcription initiation factor TFIID subunit 2	1	['TAF2']	['P23255']
IPR054007	MCM3 winged helix domain	1	['MCM3']	['P24279']
IPR002164	Nucleosome assembly protein (NAP)	2	['NAP1', 'VPS75']	['P25293', 'P53853']
IPR047348	DNA repair protein XRCC3-like, C-terminal	1	['RAD57']	['P25301']
IPR001171	Sterol biosynthesis ERG24/DHCR-like	2	['ERG4', 'ERG24']	['P25340', 'P32462']
IPR010750	SGF29 tudor-like domain	1	['SGF29']	['P25554']
IPR013233	Glycosylphosphatidylinositol-mannosyltransferase I, PIG-X/PBN1	1	['PBN1']	['P25580']
IPR042322	Protein Pbn1	1	['PBN1']	['P25580']
IPR001498	Impact, N-terminal	2	['YIH1', '[]']	['P25637', 'Q12257']
IPR001580	Calreticulin/calnexin	1	['CNE1']	['P27825']
IPR004015	SKI-interacting protein SKIP, SNW domain	1	['PRP45']	['P28004']
IPR002821	Hydantoinase A/oxoprolinase	1	['OXP1']	['P28273']
IPR003692	Hydantoinase B/oxoprolinase	1	['OXP1']	['P28273']
IPR008040	Hydantoinase/oxoprolinase, N-terminal	1	['OXP1']	['P28273']
IPR049517	Acetophenone carboxylase-like, C-terminal domain	1	['OXP1']	['P28273']
IPR007590	Saf4/Yju2 protein	1	['YJU2']	['P28320']
IPR022656	XPA, C-terminal	1	['RAD14']	['P28519']
IPR022031	Telomere-associated protein Rif1, N-terminal	1	['RIF1']	['P29539']
IPR033904	Trans-isoprenyl diphosphate synthases, head-to-head	1	['ERG9']	['P29704']
IPR046456	Phosphomannose isomerase type I, C-terminal domain	1	['PMI40']	['P29952']
IPR046457	Phosphomannose isomerase type I, catalytic domain	1	['PMI40']	['P29952']
IPR046458	Phosphomannose isomerase type I, helical insertion domain	1	['PMI40']	['P29952']
IPR016295	Proteasome subunit beta 4	1	['PRE4']	['P30657']
IPR000352	Peptide chain release factor class I	3	['MRF1', '[]', '[]']	['P30775', 'Q05863', 'Q12322']
IPR005139	Peptide chain release factor	1	['MRF1']	['P30775']
IPR014877	Exportin-1, C-terminal	1	['CRM1']	['P30822']
IPR004176	Clp, repeat (R) domain	1	['HSP104']	['P31539']
IPR013040	Coatomer, gamma subunit, appendage, Ig-like subdomain	1	['SEC21']	['P32074']
IPR032154	Coatomer subunit gamma, C-terminal	1	['SEC21']	['P32074']
IPR002701	Chorismate mutase II, prokaryotic-type	1	['ARO7']	['P32178']
IPR006572	Zinc finger, DBF-type	1	['DBF4']	['P32325']
IPR013939	Regulatory subunit Dfp1/Him1, central region	1	['DBF4']	['P32325']
IPR055116	DBF4, BRCT domain	1	['DBF4']	['P32325']
IPR022707	Mot1, central domain	1	['MOT1']	['P32333']
IPR008806	RNA polymerase III Rpc82, C -terminal	1	['RPC82']	['P32349']
IPR013197	RNA polymerase III subunit RPC82-related, helix-turn-helix	1	['RPC82']	['P32349']
IPR011120	Neutral trehalase Ca2+ binding	2	['NTH1', 'NTH2']	['P32356', 'P35172']
IPR039653	Prenyltransferase	1	['COQ2']	['P32378']
IPR040593	Spindle pole body component 110, C-terminal	1	['SPC110']	['P32380']
IPR015007	Nuclear pore complex, NUP2/50/61	1	['NUP2']	['P32499']
IPR005835	Nucleotidyl transferase domain	2	['GCD6', 'PSA1']	['P32501', 'P41940']
IPR035543	Translation initiation factor eIF-2B subunit epsilon, N-terminal	1	['GCD6']	['P32501']
IPR031872	Ndc10, domain 2	1	['CBF2']	['P32504']
IPR049055	NDC10, N-terminal domain	1	['CBF2']	['P32504']
IPR021083	Nuclear abundant poly(A) RNA-binding protein Nab2, N-terminal	1	['NAB2']	['P32505']
IPR041044	Nuclear polyadenylated RNA-binding 2 protein, CCCH zinc finger 1	1	['NAB2']	['P32505']
IPR048410	RNA-binding, Nab2-type zinc finger	1	['NAB2']	['P32505']
IPR049017	Nab2, type CCCH zinc finger 4	1	['NAB2']	['P32505']
IPR000994	Peptidase M24	6	['SPT16', 'MAP2', 'MAP1', 'FRA1', 'ICP55', '[]']	['P32558', 'P38174', 'Q01662', 'Q07825', 'P40051', 'P43590']
IPR013953	FACT complex subunit Spt16 domain	1	['SPT16']	['P32558']
IPR029148	FACT complex subunit Spt16, N-terminal lobe domain	1	['SPT16']	['P32558']
IPR048969	FACT complex subunit SPT16, C-terminal domain	1	['SPT16']	['P32558']
IPR009332	Mediator of RNA polymerase II transcription subunit 22	1	['SRB6']	['P32570']
IPR000744	NSF attachment protein	1	['SEC17']	['P32602']
IPR013079	6-phosphofructo-2-kinase	4	['FBP26', '[]', 'PFK26', 'PFK27']	['P32604', 'Q06137', 'P40433', 'Q12471']
IPR011564	Telomeric single stranded DNA binding POT1/Cdc13	1	['CDC13']	['P32797']
IPR031749	Cell division control protein 13, N-terminal	1	['CDC13']	['P32797']
IPR040650	Cell division control protein 13, OB2 domain	1	['CDC13']	['P32797']
IPR041028	Cdc13, OB4 dimerization domain	1	['CDC13']	['P32797']
IPR038886	E3 ubiquitin-protein ligase complex, subunit SLX5/Rfp1	1	['SLX5']	['P32828']
IPR014851	BCS1, N-terminal	1	['BCS1']	['P32839']
IPR007191	Exocyst complex component Sec8, N-terminal	1	['SEC8']	['P32855']
IPR048630	Exocyst complex component Sec8, middle helical bundle	1	['SEC8']	['P32855']
IPR011762	Acetyl-coenzyme A carboxyltransferase, N-terminal	2	['HFA1', 'ACC1']	['P32874', 'Q00955']
IPR011763	Acetyl-coenzyme A carboxyltransferase, C-terminal	2	['HFA1', 'ACC1']	['P32874', 'Q00955']
