	Domain name	Count	Proteins
IPR018982	['RQC domain']	1	['SGS1']
IPR032284	['ATP-dependent DNA helicase RecQ, zinc-binding domain']	1	['SGS1']
IPR034907	['Nucleoside diphosphate kinase-like domain']	1	['YNK1']
IPR004273	['Dynein heavy chain region D6 P-loop domain']	1	['DYN1']
IPR013594	['Dynein heavy chain, tail']	1	['DYN1']
IPR013602	['Dynein heavy chain, linker']	1	['DYN1']
IPR024743	['Dynein heavy chain, coiled coil stalk']	1	['DYN1']
IPR035706	['Dynein heavy chain, ATP-binding dynein motor region']	1	['DYN1']
IPR041589	['Dynein heavy chain 3, AAA+ lid domain']	1	['DYN1']
IPR041658	['Dynein heavy chain AAA lid domain']	1	['DYN1']
IPR048404	['DYN1, AAA+ ATPase lid domain']	1	['DYN1']
IPR031658	['Cyclin, C-terminal domain 2']	1	['CCL1']
IPR012993	['UME domain']	1	['MEC1']
IPR028565	['Mu homology domain']	5	['APM3', 'APM2', 'APM1', 'APM4', 'RET2']
IPR024395	['CLASP N-terminal domain']	1	['STU1']
IPR049452	['Anoctamin, transmembrane domain']	1	['IST2']
IPR026899	['1,3-beta-glucan synthase component FKS1-like, domain-1']	3	['FKS1', 'GSC2', 'FKS3']
IPR027200	['Adaptin medium chain homologue Apm2, N-terminal domain']	1	['APM2']
IPR006076	['FAD dependent oxidoreductase']	3	['TDA3', 'TDA3', 'GUT2']
IPR004088	['K Homology domain, type 1']	2	['RRP4', 'RRP40']
IPR025721	['Exosome complex component, N-terminal domain']	1	['RRP4']
IPR048565	['RRP4, S1 domain']	1	['RRP4']
IPR004152	['GAT domain']	2	['GGA2', 'GGA1']
IPR008152	['Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain']	4	['GGA2', 'APL3', 'GGA1', 'APL4']
IPR019273	['Lunapark domain']	1	['LNP1']
IPR012583	['Pre-rRNA-processing protein RIX1, N-terminal']	1	['RIX1']
IPR032189	['DNA mismatch repair protein Mlh1, C-terminal']	1	['MLH1']
IPR014774	['KaiC-like domain']	1	['RAD55']
IPR020588	['DNA recombination and repair protein RecA-like, ATP-binding domain']	1	['RAD55']
IPR006861	['Hyaluronan/mRNA-binding protein']	1	['STM1']
IPR019084	['STM1-like, N-terminal']	1	['STM1']
IPR048627	['Exocyst complex component Sec10-like, alpha-helical bundle']	2	['RCY1', 'SEC10']
IPR040727	['Nicotinate phosphoribosyltransferase, N-terminal domain']	1	['NPT1']
IPR041525	['Nicotinate/nicotinamide phosphoribosyltransferase']	1	['NPT1']
IPR025941	['Vacuolar protein sorting-associated protein 8, central domain']	1	['VPS8']
IPR023115	['Translation initiation factor IF- 2, domain 3']	2	['FUN12', 'IFM1']
IPR029459	['Elongation factor Tu-type domain']	1	['FUN12']
IPR004953	['EB1, C-terminal']	1	['BIM1']
IPR037316	['Yen1, H3TH domain']	1	['YEN1']
IPR011016	['Zinc finger, RING-CH-type']	1	['SSM4']
IPR037674	['GPI ethanolamine phosphate transferase 2, N-terminal']	1	['LAS21']
IPR045687	['GPI ethanolamine phosphate transferase 2, C-terminal']	1	['LAS21']
IPR009771	['Ribosome control protein 1']	1	['RIC1']
IPR007085	['DNA/pantothenate metabolism flavoprotein, C-terminal']	1	['CAB2']
IPR006935	['Helicase/UvrB, N-terminal']	3	['MPH1', 'SSL2', 'IRC3']
IPR039686	['FANCM/Mph1-like, insert domain']	1	['MPH1']
IPR019529	['SNARE-complex protein Syntaxin-18, N-terminal']	1	['UFE1']
IPR019014	['Multivesicular body sorting factor 12']	1	['MVB12']
IPR024325	['Domain of unknown function DUF3835']	1	['BUD27']
IPR013842	['GTP-binding protein LepA, C-terminal']	1	['GUF1']
IPR040663	['DNA polymerase delta subunit, OB-fold domain']	1	['POL31']
IPR005195	['Glycoside hydrolase, family 65, central catalytic']	1	['ATH1']
IPR005196	['Glycoside hydrolase, family 65, N-terminal']	1	['ATH1']
IPR004328	['BRO1 domain']	2	['BRO1', 'RIM20']
IPR025304	['ALIX V-shaped domain']	3	['BRO1', 'RIM20', 'RIM20']
IPR025712	['Nucleoporin Nup54, alpha-helical domain']	1	['NUP57']
IPR049315	['Glycine cleavage system P-protein, N-terminal domain']	2	['GCV2', 'GCV2']
IPR049316	['Glycine dehydrogenase, C-terminal domain']	1	['GCV2']
IPR002937	['Amine oxidase']	1	['FMS1']
IPR031335	['Glycosyl hydrolase family 63, C-terminal']	1	['CWH41']
IPR031631	['Glycosyl hydrolase family 63, N-terminal']	1	['CWH41']
IPR019337	['Telomere length regulation protein, conserved domain']	1	['TEL2']
IPR006977	['Yip1 domain']	2	['YIP1', 'YIP5']
IPR004823	['TATA box binding protein associated factor (TAF), histone-like fold domain']	1	['TAF6']
IPR011442	['TAF6, C-terminal HEAT repeat domain']	1	['TAF6']
IPR006047	['Glycosyl hydrolase, family 13, catalytic domain']	8	['IMA1', 'IMA5', 'MAL32', 'MAL12', 'IMA2', 'IMA3', 'IMA4', 'GLC3']
IPR004939	['APC10/DOC domain']	1	['DOC1']
IPR022708	['Serine/threonine-protein kinase Atg1-like, tMIT domain']	1	['ATG1']
IPR048941	['ATG1-like, MIT domain 2']	1	['ATG1']
IPR013253	['Spc7 kinetochore protein domain']	1	['SPC105']
IPR040850	['Knl1, C-terminal RWD domain']	1	['SPC105']
IPR015376	['Zinc ribbon, NADH pyrophosphatase']	1	['NPY1']
IPR000868	['Isochorismatase-like']	1	['PNC1']
IPR002775	['DNA/RNA-binding protein Alba-like']	1	['POP6']
IPR039667	['Dolichyldiphosphatase, PAP2 domain']	1	['CAX4']
IPR022764	['Peptidase S54, rhomboid domain']	2	['PCP1', 'RBD2']
IPR009604	['LsmAD domain']	1	['PBP1']
IPR025852	['Ataxin 2, SM domain']	1	['PBP1']
IPR046792	['Peptidase C54, catalytic domain']	1	['ATG4']
IPR001365	['Adenosine deaminase domain']	1	['AAH1']
IPR019236	['Phosphatidate phosphatase APP1, catalytic domain']	1	['APP1']
IPR048368	['Conserved oligomeric complex COG6, N-terminal']	1	['COG6']
IPR048369	['Conserved Oligomeric Golgi complex subunit 6, C-terminal']	1	['COG6']
IPR048889	['NSUN5/RCM1, N-terminal domain']	1	['RCM1']
IPR003173	['Transcriptional coactivator p15 (PC4), C-terminal']	1	['SUB1']
IPR007173	['D-arabinono-1,4-lactone oxidase, C-terminal domain']	1	['ALO1']
IPR048867	['Origin recognition complex subunit 1, C-terminal winged HTH domain']	1	['ORC1']
IPR032705	['Origin recognition complex subunit 4, C-terminal']	1	['ORC4']
IPR039481	['Exocyst complex component EXOC2/Sec5, N-terminal domain']	1	['SEC5']
IPR032438	['ERCC3/RAD25/XPB helicase, C-terminal domain']	1	['SSL2']
IPR032830	['Helicase XPB/Ssl2, N-terminal domain']	1	['SSL2']
IPR022023	['U1 small nuclear ribonucleoprotein of 70kDa N-terminal']	1	['SNP1']
IPR001339	['mRNA capping enzyme, adenylation domain']	1	['CEG1']
IPR013846	['mRNA capping enzyme, C-terminal']	1	['CEG1']
IPR014840	['Hpc2-related domain']	1	['HPC2']
IPR031615	['MYND-like zinc finger']	1	['MAP1']
IPR040662	['Transcription factor Tfb2, C-terminal domain']	1	['TFB2']
IPR040455	['Atg6, BARA domain']	1	['VPS30']
IPR041691	['Atg6/beclin, coiled-coil domain']	1	['VPS30']
IPR030397	['SEPARIN core domain']	1	['ESP1']
IPR048304	['3-octaprenyl-4-hydroxybenzoate carboxy-lyase-likw, Rift-related domain']	1	['FDC1']
IPR049381	['3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, C-terminal domain']	1	['FDC1']
IPR049383	['3-octaprenyl-4-hydroxybenzoate carboxy-lyase-like, N-terminal domain']	1	['FDC1']
IPR033755	['PdxS/SNZ N-terminal domain']	3	['SNZ1', 'SNZ2', 'SNZ3']
IPR019442	['THADA/TRM732, DUF2428']	1	['TRM732']
IPR021786	['Pre-mRNA splicing factor component Cdc5p/Cef1, C-terminal']	1	['CEF1']
IPR013923	['Autophagy-related protein 16 domain']	1	['ATG16']
IPR024675	['Eukaryotic translation initiation factor 3 subunit G, N-terminal']	1	['TIF35']
IPR012959	['CPL domain']	1	['PUF6']
IPR012953	['BOP1, N-terminal domain']	1	['ERB1']
IPR028146	['Glucosidase II beta subunit, N-terminal']	1	['GTB1']
IPR036607	['Glucosidase 2 subunit beta-like']	2	['GTB1', 'MRL1']
IPR021031	['Hyphally-regulated cell wall protein, N-terminal']	2	['HPF1', 'CSS1']
IPR032632	['Peptidase M16, middle/third domain']	1	['STE23']
IPR012617	['Apoptosis-antagonizing transcription factor, C-terminal']	1	['BFR2']
IPR025160	['AATF leucine zipper-containing domain']	1	['BFR2']
IPR015228	['SWA2-like, ubiquitin-associated domain']	1	['SWA2']
IPR001876	['Zinc finger, RanBP2-type']	4	['VPS36', 'VPS36', 'NRP1', 'NRP1']
IPR021648	['Vacuolar protein sorting protein 36, GLUE domain']	1	['VPS36']
IPR021841	['Vacuolar protein 14, C-terminal Fig4-binding domain']	1	['VAC14']
IPR011501	['Nucleolar complex-associated protein 3, N-terminal']	1	['NOC3']
IPR014857	['Non-structural maintenance of chromosomes element 1, RING C4HC3-type']	1	['NSE1']
IPR011017	['TRASH domain']	1	['RLP24']
IPR000845	['Nucleoside phosphorylase domain']	2	['MEU1', 'PNP1']
IPR002716	['PIN domain']	7	['DIS3', 'NOB1', 'ESL2', 'FCF1', 'SWT1', 'ESL1', 'NMD4']
IPR033771	['Rrp44-like cold shock domain']	1	['DIS3']
IPR037319	['Rrp40, S1 domain']	1	['RRP40']
IPR041054	['Exosome complex exonuclease Rrp40, N-terminal domain, eukaryotes']	1	['RRP40']
IPR049469	['Exosome complex component RRP40, type I KH domain']	1	['RRP40']
IPR014881	['Nin one binding (NOB1) Zn-ribbon-like']	1	['NOB1']
IPR011515	['Shugoshin, C-terminal']	1	['SGO1']
IPR011516	['Shugoshin, N-terminal coiled-coil domain']	1	['SGO1']
IPR011600	['Peptidase C14, caspase domain']	1	['MCA1']
IPR013217	['Methyltransferase type 12']	1	['ABP140']
IPR026000	['Anaphase-promoting complex subunit 5 domain']	1	['APC5']
IPR003726	['Homocysteine-binding domain']	3	['SAM4', 'MHT1', '[]']
IPR040848	['Midasin, AAA lid domain 7']	3	['MDN1', 'MDN1', 'MDN1']
IPR041190	['Midasin AAA lid domain 5']	1	['MDN1']
IPR048617	['Midasin, lid domain 4']	1	['MDN1']
IPR019467	['Histone acetyl transferase HAT1 N-terminal']	1	['HAT1']
IPR029328	['Spindle pole component Bbp1, N-terminal']	1	['BBP1']
IPR029330	['Spindle pole body component Bbp1, C-terminal']	1	['BBP1']
IPR040773	['26S proteasome regulatory subunit Rpn6, N-terminal']	1	['RPN6']
IPR040780	['6S proteasome subunit Rpn6, C-terminal helix domain']	1	['RPN6']
IPR012541	['DBP10, C-terminal']	1	['DBP10']
IPR025995	['RNA binding activity-knot of a chromodomain']	1	['EAF3']
IPR026541	['MRG domain']	1	['EAF3']
IPR000241	['Ribosomal RNA large subunit methyltransferase K/L-like, methyltransferase domain']	1	['TRM11']
IPR024982	['Rax2-like, C-terminal domain']	1	['RAX2']
IPR048265	['Rax2-like, third domain']	1	['RAX2']
IPR048266	['Rax2-like, second domain']	1	['RAX2']
IPR017927	['FAD-binding domain, ferredoxin reductase-type']	2	['FRE6', 'CYC2']
IPR048800	['Chromatin assembly factor 1 subunit Cac1-like, C-terminal domain']	1	['RLF2']
IPR024391	['LDB19, N-terminal']	1	['LDB19']
IPR019460	['Autophagy-related protein 11, C-terminal']	1	['ATG11']
IPR047819	['P5B-type ATPase, N-terminal']	1	['YPK9']
IPR012913	['Protein OS9-like domain']	1	['YOS9']
IPR041039	['Yos9, dimerzation domain']	1	['YOS9']
IPR020040	['Large ribosomal subunit protein uL6, alpha-beta domain']	6	['RPL9A', 'RPL9A', 'RPL9B', 'RPL9B', 'MRPL6', 'MRPL6']
IPR041991	['Large ribosomal subunit protein eL27, KOW domain']	2	['RPL27A', 'RPL27B']
IPR043837	['Mtf2-like, C-terminal domain']	1	['MTF2']
IPR007638	['Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2']	1	['GLN4']
IPR007639	['Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal']	1	['GLN4']
IPR014906	['Pre-mRNA processing factor 4 (PRP4)-like']	1	['PRP4']
IPR003819	['TauD/TfdA-like domain']	2	['AIM17', 'JLP1']
IPR002579	['Peptide methionine sulphoxide reductase MrsB domain']	1	['MXR2']
IPR028939	['Pyrroline-5-carboxylate reductase, catalytic, N-terminal']	1	['PRO3']
IPR029036	['Pyrroline-5-carboxylate reductase, dimerisation domain']	1	['PRO3']
IPR047233	['Ureidoglycolate amidohydrolase, cupin domain']	1	['DAL3']
IPR000878	['Tetrapyrrole methylase']	2	['DPH5', 'MET1']
IPR006075	['Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic']	1	['PET112']
IPR018027	['Asn/Gln amidotransferase']	1	['PET112']
IPR001375	['Peptidase S9, prolyl oligopeptidase, catalytic domain']	2	['STE13', 'DAP2']
IPR002469	['Dipeptidylpeptidase IV, N-terminal domain']	2	['STE13', 'DAP2']
IPR001578	['Peptidase C12, ubiquitin carboxyl-terminal hydrolase']	1	['YUH1']
IPR007371	['Thiamin pyrophosphokinase, catalytic domain']	1	['THI80']
IPR007373	['Thiamin pyrophosphokinase, thiamin-binding domain']	1	['THI80']
IPR003166	['Transcription factor TFIIE beta subunit, DNA-binding domain']	1	['TFA2']
IPR040501	['TFA2, Winged helix domain 2']	1	['TFA2']
IPR005900	['6-phosphogluconolactonase, DevB-type']	4	['SOL2', 'SOL1', 'SOL3', 'SOL4']
IPR002828	['Survival protein SurE-like phosphatase/nucleotidase']	1	['PBY1']
IPR011421	['BCNT-C domain']	1	['SWC5']
IPR013699	['Signal recognition particle, SRP72 subunit, RNA-binding']	1	['SRP72']
IPR005097	['Saccharopine dehydrogenase, NADP binding domain']	1	['LYS9']
IPR032095	['Saccharopine dehydrogenase-like, C-terminal']	1	['LYS9']
IPR019446	['25S rRNA (uridine-N(3))-methyltransferase BMT5-like']	1	['BMT5']
IPR032741	['SLS1, first KH domain']	1	['SLS1']
IPR048400	['SLS1, N-terminal domain']	1	['SLS1']
IPR048401	['SLS1, C-terminal domain']	1	['SLS1']
IPR048748	['SLS1, second KH domain']	1	['SLS1']
IPR004006	['DhaK domain']	2	['DAK2', 'DAK1']
IPR004007	['DhaL domain']	2	['DAK2', 'DAK1']
IPR022703	['Domain of unknown function DUF3533']	2	['SNG1', '[]']
IPR008669	['LSM-interacting domain']	1	['PRP24']
IPR019371	['KxDL domain']	1	['KXD1']
IPR019622	['Rrn9 domain']	1	['RRN9']
IPR006568	['PSP, proline-rich']	1	['CUS1']
IPR007180	['Domain of unknown function DUF382']	1	['CUS1']
IPR013170	['mRNA splicing factor Cwf21 domain']	1	['CWC21']
IPR018835	['RNA-binding domain, putative']	1	['NAB6']
IPR018885	['mRNA-binding domain']	1	['NAB6']
IPR019468	['Adenylosuccinate lyase C-terminal']	1	['ADE13']
IPR048625	['Exocyst complex component Sec10, N-terminal']	1	['SEC10']
IPR033979	['MINDY deubiquitinase domain']	2	['[]', '[]']
IPR032378	['ZC3H15/TMA46 family, C-terminal']	1	['TMA46']
IPR030374	['Polyamine biosynthesis domain']	2	['SPE3', 'SPE4']
IPR020546	['ATP synthase, F1 complex, delta/epsilon subunit, N-terminal']	1	['ATP16']
IPR048938	['F1F0-ATP synthase subunit delta, C-terminal domain, fungi']	1	['ATP16']
IPR004177	['DDHD domain']	1	['[]']
IPR003140	['Phospholipase/carboxylesterase/thioesterase']	1	['[]']
IPR005176	['Potentiating neddylation domain']	1	['DCN1']
IPR002073	"[""3'5'-cyclic nucleotide phosphodiesterase, catalytic domain""]"	1	['PDE2']
IPR002655	['Acyl-CoA oxidase, C-terminal']	1	['POX1']
IPR006091	['Acyl-CoA oxidase/dehydrogenase, middle domain']	1	['POX1']
IPR029320	['Acyl-coenzyme A oxidase, N-terminal']	1	['POX1']
IPR040922	['Large ribosomal subunit protein mL59 domain']	1	['MRPL25']
IPR009022	['Elongation factor G, domain III']	2	['MEF1', 'MEF2']
IPR013177	['Ribosomal protein mS38, C-terminal']	1	['QRI5']
IPR002376	['Formyl transferase, N-terminal']	2	['FMT1', 'ADE8']
IPR005793	['Formyl transferase, C-terminal']	1	['FMT1']
IPR031691	['Lipoyl synthase, N-terminal']	1	['LIP5']
IPR037545	['Tripartite DENN domain, FNIP1/2-type']	1	['LST4']
IPR048761	['Helicase SMUBP-2/HCS1, 1B domain']	1	['HCS1']
IPR032816	['VTT domain']	1	['TVP38']
IPR021757	['Large ribosomal subunit protein mL46, N-terminal']	1	['MRPL17']
IPR034356	['Slt11, RNA recognition motif']	1	['ECM2']
IPR048995	['STL11/RBM22-like, N-terminal domain']	1	['ECM2']
IPR001667	['DDH domain']	1	['PPX1']
IPR004097	['DHHA2 domain']	1	['PPX1']
IPR019083	['IGR domain']	1	['FYV4']
IPR007064	['Nmd3, N-terminal']	1	['NMD3']
IPR048898	['60S ribosomal export protein NMD3, OB-fold domain']	1	['NMD3']
IPR048899	['60S ribosomal export protein NMD3, SH3 domain']	1	['NMD3']
IPR025742	['Cleavage stimulation factor subunit 2, hinge domain']	1	['PTI1']
IPR013749	['Pyridoxamine kinase/Phosphomethylpyrimidine kinase']	2	['BUD16', 'BUD17']
IPR002569	['Peptide methionine sulphoxide reductase MsrA domain']	1	['MXR1']
IPR013099	['Potassium channel domain']	2	['TOK1', 'TOK1']
IPR040815	['Nas2, N-terminal']	1	['NAS2']
IPR041036	['Glycoside hydrolase family 5, C-terminal domain']	1	['EGH1']
IPR019383	['Golgin subfamily A member 7/ERF4']	1	['SHR5']
IPR024626	['Kri1-like, C-terminal']	1	['KRI1']
IPR028942	['WHIM1 domain']	1	['IOC3']
IPR002638	['Quinolinate phosphoribosyl transferase, C-terminal']	1	['BNA6']
IPR022412	['Quinolinate phosphoribosyl transferase, N-terminal']	1	['BNA6']
IPR017901	['C-CAP/cofactor C-like domain']	1	['CIN2']
IPR018805	['Cell wall protein YJL171C/Tos1, C-terminal']	2	['TOH1', 'TOS1']
IPR018807	['Cell wall protein YJL171C/Tos1, N-terminal']	2	['TOH1', 'TOS1']
IPR001303	['Class II aldolase/adducin N-terminal']	1	['MDE1']
IPR018849	['Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal']	1	['URB2']
IPR010569	['Myotubularin-like, phosphatase domain']	1	['YMR1']
IPR006222	['Aminomethyltransferase, folate-binding domain']	1	['GCV1']
IPR013977	['Glycine cleavage T-protein, C-terminal barrel domain']	1	['GCV1']
IPR047047	['Glutathione S-transferases Omega-like, C-terminal']	1	['GTO1']
IPR001962	['Asparagine synthase']	3	['ASN2', 'ASN1', '[]']
IPR005821	['Ion transport domain']	4	['CCH1', 'CCH1', 'CCH1', 'CCH1']
IPR040453	['Mnd1, HTH domain']	1	['MND1']
IPR040661	['Leucine zipper with capping helix domain']	1	['MND1']
IPR013136	['WSTF/Acf1/Cbp146']	2	['ITC1', '[]']
IPR018501	['DDT domain']	2	['ITC1', '[]']
IPR028941	['WHIM2 domain']	2	['ITC1', '[]']
IPR041988	['Large ribosomal subunit protein uL24, KOW domain']	2	['RPL26B', 'RPL26A']
IPR037520	['Folliculin/SMCR8, longin domain']	1	['LST7']
IPR013650	['ATP-grasp fold, succinyl-CoA synthetase-type']	1	['LSC2']
IPR018996	['Man1/Src1-like, C-terminal']	2	['HEH2', 'SRC1']
IPR025856	['HeH/LEM domain']	2	['HEH2', 'SRC1']
IPR010541	['Small nuclear ribonucleoprotein Prp3, C-terminal domain']	1	['PRP3']
IPR013881	['Pre-mRNA-splicing factor 3 domain']	1	['PRP3']
IPR001300	['Peptidase C2, calpain, catalytic domain']	1	['RIM13']
IPR000313	['PWWP domain']	2	['IOC4', '[]']
IPR018593	['tRNA-splicing endonuclease subunit Sen15']	1	['SEN15']
IPR013258	['Striatin, N-terminal']	1	['FAR8']
IPR028217	['Ribosome-assembly protein 3, C-terminal']	1	['RSA3']
IPR007741	['Ribosomal protein/NADH dehydrogenase domain']	2	['MRPL51', 'MRP49']
IPR006614	['Peroxin/Ferlin domain']	7	['PEX30', 'PEX30', 'SPO73', 'PEX31', 'PEX31', 'PEX32', 'PEX32']
IPR010482	['Peroxin domain']	5	['PEX30', 'PEX29', 'PEX28', 'PEX31', 'PEX32']
IPR001537	['tRNA/rRNA methyltransferase, SpoU type']	2	['TRM3', 'MRM1']
IPR007859	['ETF-QO/FixX, C-terminal domain']	1	['CIR2']
IPR049398	['ETF-QO/FixC, ubiquinone-binding']	1	['CIR2']
IPR025069	['Cleavage and polyadenylation specificity factor 2, C-terminal']	1	['CFT2']
IPR002550	['CNNM, transmembrane domain']	1	['MAM3']
IPR044751	['Ion transporter-like, CBS domain']	1	['MAM3']
IPR019414	['RNA polymerase II assembly factor Rtp1, C-terminal domain 2']	1	['RTP1']
IPR019451	['RNA polymerase II assembly factor Rtp1, C-terminal']	1	['RTP1']
IPR043532	['AP-2 complex subunit mu, N-terminal']	1	['APM4']
IPR019831	['Manganese/iron superoxide dismutase, N-terminal']	1	['SOD2']
IPR019832	['Manganese/iron superoxide dismutase, C-terminal']	2	['SOD2', 'RSM26']
IPR001796	['Dihydrofolate reductase domain']	1	['DFR1']
IPR005849	['Galactose-1-phosphate uridyl transferase, N-terminal']	1	['GAL7']
IPR005850	['Galactose-1-phosphate uridyl transferase, C-terminal']	1	['GAL7']
IPR013118	['Mannitol dehydrogenase, C-terminal']	2	['DSF1', 'MAN2']
IPR013131	['Mannitol dehydrogenase, N-terminal']	2	['DSF1', 'MAN2']
IPR006218	['DAHP synthetase I/KDSA']	2	['ARO3', 'ARO4']
IPR006847	['Translation initiation factor IF-2, N-terminal']	1	['IFM1']
IPR044145	['Translation initiation factor IF-2, domain II']	1	['IFM1']
IPR013123	['RNA 2-O ribose methyltransferase, substrate binding']	1	['MRM1']
IPR025202	['Phospholipase D-like domain']	1	['PGS1']
IPR000582	['Acyl-CoA-binding protein, ACBP']	1	['ACB1']
IPR018484	['Carbohydrate kinase FGGY, N-terminal']	4	['GUT1', 'XKS1', '[]', 'MPA43']
IPR018485	['Carbohydrate kinase FGGY, C-terminal']	4	['GUT1', 'XKS1', '[]', 'MPA43']
IPR010722	['Biotin and thiamin synthesis-associated domain']	1	['BIO2']
IPR000061	['SWAP/Surp']	2	['PRP21', 'PRP21']
IPR022030	['Splicing factor 3A subunit 1, conserved domain']	1	['PRP21']
IPR018948	['GTP-binding protein TrmE, N-terminal']	1	['MSS1']
IPR025867	['MnmE, helical domain']	1	['MSS1']
IPR013024	['Gamma-glutamyl cyclotransferase-like']	1	['GCG1']
IPR048535	['RRN6, beta-propeller']	1	['RRN6']
IPR048536	['RRN6, K-rich C-terminal domain']	1	['RRN6']
IPR048537	['RRN6, helical bundle domain']	1	['RRN6']
IPR002734	['Bacterial bifunctional deaminase-reductase, C-terminal']	1	['RIB7']
IPR002909	['IPT domain']	2	['SPT23', 'MGA2']
IPR012921	['Spen paralogue and orthologue SPOC, C-terminal']	1	['BYE1']
IPR003137	['PA domain']	1	['APE3']
IPR032098	['Acyltransferase, C-terminal domain']	2	['CST26', '[]']
IPR013918	['Nucleotide exchange factor Fes1']	1	['FES1']
IPR002645	['STAS domain']	4	['SUL1', '[]', 'SUL2', '[]']
IPR011547	['SLC26A/SulP transporter domain']	4	['SUL1', '[]', 'SUL2', '[]']
IPR034652	['Signal recognition particle subunit SRP68, RNA-binding domain']	1	['SRP68']
IPR000834	['Peptidase M14, carboxypeptidase A']	1	['ECM14']
IPR021386	['SPP41, DUF3020']	2	['SPP41', 'SPP41']
IPR021886	['MgsA AAA+ ATPase C-terminal']	1	['MGS1']
IPR032423	['AAA C-terminal domain']	1	['MGS1']
IPR014854	['Non-structural maintenance of chromosome element 4, C-terminal']	1	['NSE4']
IPR029225	['Nse4/EID protein, Nse3/MAGE-binding domain']	1	['NSE4']
IPR002466	['Adenosine deaminase/editase']	1	['TAD1']
IPR026904	['tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG, C-terminal']	1	['MTO1']
IPR040131	['MnmG, N-terminal domain']	1	['MTO1']
IPR049312	['tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal, N-terninal subdomain']	1	['MTO1']
IPR003827	['tRNA wybutosine-synthesizing protein']	1	['TYW3']
IPR003495	['CobW/HypB/UreG, nucleotide-binding domain']	1	['ZNG1']
IPR011629	['Zinc chaperone CobW-like, C-terminal']	1	['ZNG1']
IPR029023	['Tensin-type phosphatase domain']	1	['TEP1']
IPR032460	['Symplekin/Pta1, N-terminal']	1	['PTA1']
IPR003114	['Phox-associated domain']	2	['MDM1', '[]']
IPR013937	['Sorting nexin, C-terminal']	1	['MDM1']
IPR024336	['tRNA-splicing endonuclease, subunit Sen54, N-terminal']	1	['SEN54']
IPR045298	['LYRM7, LYR domain']	1	['MZM1']
IPR013094	['Alpha/beta hydrolase fold-3']	1	['BNA7']
IPR005148	['Arginyl tRNA synthetase N-terminal domain']	2	['[]', 'MSR1']
IPR008909	['DALR anticodon binding']	2	['[]', 'MSR1']
IPR035684	['Arginyl-tRNA synthetase, catalytic core domain']	2	['[]', 'MSR1']
IPR003656	['Zinc finger, BED-type']	2	['VID22', 'ENV11']
IPR045135	['26S proteasome regulatory subunit Rpn7, N-terminal']	1	['RPN7']
IPR049549	['26S proteasome regulatory subunit RPN7/PSMD6, C-terminal helix']	1	['RPN7']
IPR031781	['SF3A2 domain']	1	['PRP11']
IPR018978	['Ribosome maturation protein SDO1/SBDS, central domain']	1	['SDO1']
IPR019783	['Ribosome maturation protein SDO1/SBDS, N-terminal']	2	['SDO1', 'RTC3']
IPR046928	['Ribosome maturation protein SDO1/SBDS, C-terminal domain']	1	['SDO1']
IPR024764	['Transcription factor IIIC, putative zinc-finger']	1	['TFC8']
IPR018556	['SPIN90/Ldb17, leucine-rich domain']	1	['LDB17']
IPR045464	['F-box protein Hrt3/FBXO9, C-terminal']	1	['HRT3']
IPR008675	['Mating factor alpha precursor, N-terminal']	2	['MF(ALPHA)1', 'MF(ALPHA)2']
IPR002629	['Cobalamin-independent methionine synthase MetE, C-terminal/archaeal']	1	['MET6']
IPR013215	['Cobalamin-independent methionine synthase MetE, N-terminal']	1	['MET6']
IPR006097	['Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, dimerisation domain']	2	['GDH1', 'GDH3']
IPR000312	['Glycosyl transferase, family 3']	1	['TRP4']
IPR013155	['Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding']	4	['VAS1', 'ISM1', 'CDC60', 'ILS1']
IPR033705	['Valyl tRNA synthetase, anticodon-binding domain']	1	['VAS1']
IPR002872	['Proline dehydrogenase domain']	1	['PUT1']
IPR041244	['Large ribosomal subunit protein bL27m, C-terminal']	1	['MRP7']
IPR010491	['PRP1 splicing factor, N-terminal']	1	['PRP6']
IPR024598	['Splicing factor SF3a60 /Prp9 subunit, C-terminal']	1	['PRP9']
IPR031590	['Pre-mRNA-splicing factor Prp9, N-terminal']	1	['PRP9']
IPR031774	['SF3A3 domain']	1	['PRP9']
IPR006680	['Amidohydrolase-related']	4	['URA4', 'GUD1', 'DAL1', '[]']
IPR040894	['Large ribosomal subunit protein bL17m, C-terminal, fungi']	1	['MRPL8']
IPR021895	['Bud3, N-terminal']	1	['BUD3']
IPR031656	['Alpha-glycerophosphate oxidase, C-terminal']	1	['GUT2']
IPR003695	['Ppx/GppA phosphatase, N-terminal']	1	['RTG2']
IPR018850	['Mitochondrial escape protein 2, C-terminal']	1	['YME2']
